ticker,portfolio,weight,mrc,crc,risk_pct,port_vol_daily
AAPL,Equal Weight,0.0222222222222222,0.012752872150685057,0.00028339715890411205,0.03184899729936604,0.008898150112554822
AGG,Equal Weight,0.0222222222222222,0.00046449630598114256,1.0322140132914269e-05,0.0011600321417763312,0.008898150112554822
AMZN,Equal Weight,0.0222222222222222,0.012884236581158743,0.000286316368470194,0.03217706656423078,0.008898150112554822
BAC,Equal Weight,0.0222222222222222,0.013657526337951854,0.00030350058528781865,0.034108278849959546,0.008898150112554822
BRK-B,Equal Weight,0.0222222222222222,0.009277223393488923,0.00020616051985530918,0.023168919072788806,0.008898150112554822
COST,Equal Weight,0.0222222222222222,0.007732450455113413,0.00017183223233585345,0.01931100623863462,0.008898150112554822
CVX,Equal Weight,0.0222222222222222,0.011719833896283428,0.00026044075325074256,0.02926908963732523,0.008898150112554822
DBC,Equal Weight,0.0222222222222222,0.004333740752115151,9.630535004700326e-05,0.010823075451505534,0.008898150112554822
DIA,Equal Weight,0.0222222222222222,0.010213599708741467,0.0002269688824164768,0.025507423402110933,0.008898150112554822
EEM,Equal Weight,0.0222222222222222,0.00980052566260258,0.00021778945916894597,0.024475813108800735,0.008898150112554822
EFA,Equal Weight,0.0222222222222222,0.00919985666843846,0.00020444125929863224,0.02297570356901222,0.008898150112554822
GLD,Equal Weight,0.0222222222222222,0.0007908720736019017,1.757493496893113e-05,0.001975122328419008,0.008898150112554822
GOOGL,Equal Weight,0.0222222222222222,0.012363428801102725,0.00027474286224672695,0.03087640226018207,0.008898150112554822
GS,Equal Weight,0.0222222222222222,0.013542485114009177,0.00030094411364464804,0.03382097512830581,0.008898150112554822
HD,Equal Weight,0.0222222222222222,0.010734586029320568,0.00023854635620712347,0.02680853359290345,0.008898150112554822
HYG,Equal Weight,0.0222222222222222,0.0040211977895519115,8.935995087893127e-05,0.010042531284435077,0.008898150112554822
IEF,Equal Weight,0.0222222222222222,-0.0004855366564790761,-1.078970347731279e-05,-0.0012125782708575675,0.008898150112554822
IWM,Equal Weight,0.0222222222222222,0.012205519300861613,0.0002712337622413689,0.030482039391386804,0.008898150112554822
JNJ,Equal Weight,0.0222222222222222,0.005727052757879006,0.00012726783906397778,0.014302730056712528,0.008898150112554822
JPM,Equal Weight,0.0222222222222222,0.012359575843682042,0.00027465724097071174,0.030866779892056995,0.008898150112554822
KO,Equal Weight,0.0222222222222222,0.006136109012090826,0.00013635797804646265,0.015324306324532418,0.008898150112554822
LQD,Equal Weight,0.0222222222222222,0.001594597717115592,3.54355048247909e-05,0.003982345136523745,0.008898150112554822
META,Equal Weight,0.0222222222222222,0.01420639585472486,0.00031569768566055214,0.03547902447893292,0.008898150112554822
MSFT,Equal Weight,0.0222222222222222,0.0124658649795434,0.00027701922176763083,0.031132226166512,0.008898150112554822
NVDA,Equal Weight,0.0222222222222222,0.018491493705224127,0.0004109220823383135,0.04618061924562547,0.008898150112554822
PFE,Equal Weight,0.0222222222222222,0.006952229912905147,0.00015449399806455867,0.017362485023328142,0.008898150112554822
QQQ,Equal Weight,0.0222222222222222,0.012219680666942914,0.00027154845926539783,0.030517405958600016,0.008898150112554822
SHY,Equal Weight,0.0222222222222222,-3.859777483636863e-05,-8.577283296970797e-07,-9.639400536599966e-05,0.008898150112554822
SPY,Equal Weight,0.0222222222222222,0.01073660069341587,0.00023859112652035243,0.026813565010969303,0.008898150112554822
TIP,Equal Weight,0.0222222222222222,0.000308059607309196,6.84576905131546e-06,0.0007693474446622835,0.008898150112554822
TLT,Equal Weight,0.0222222222222222,-0.0013530414912844375,-3.006758869520969e-05,-0.003379083103215568,0.008898150112554822
TSLA,Equal Weight,0.0222222222222222,0.01903119502846127,0.0004229154450769166,0.04752846824647354,0.008898150112554822
UNH,Equal Weight,0.0222222222222222,0.009227065810715354,0.00020504590690478543,0.023043655626294336,0.008898150112554822
VNQ,Equal Weight,0.0222222222222222,0.009435209664086482,0.00020967132586858828,0.023563473667718098,0.008898150112554822
WMT,Equal Weight,0.0222222222222222,0.005903918922842199,0.00013119819828538205,0.014744435261916782,0.008898150112554822
XLB,Equal Weight,0.0222222222222222,0.010839011394095887,0.00024086691986879724,0.027069325289190926,0.008898150112554822
XLE,Equal Weight,0.0222222222222222,0.012381740189621326,0.00027514978199158474,0.030922133085096302,0.008898150112554822
XLF,Equal Weight,0.0222222222222222,0.011589715670958367,0.0002575492371324079,0.0289441326426961,0.008898150112554822
XLI,Equal Weight,0.0222222222222222,0.010712373182423848,0.00023805273738719635,0.02675305927367044,0.008898150112554822
XLK,Equal Weight,0.0222222222222222,0.012898735164685773,0.0002866385592152391,0.032213275297615765,0.008898150112554822
XLP,Equal Weight,0.0222222222222222,0.006438615710490909,0.00014308034912202005,0.01607978594563619,0.008898150112554822
XLU,Equal Weight,0.0222222222222222,0.00670906145463458,0.00014909025454743494,0.01675519660396339,0.008898150112554822
XLV,Equal Weight,0.0222222222222222,0.008291875439635811,0.00018426389865857339,0.0207081130715683,0.008898150112554822
XLY,Equal Weight,0.0222222222222222,0.011834629295658605,0.0002629917621257465,0.029555779437197744,0.008898150112554822
XOM,Equal Weight,0.0222222222222222,0.010108672287415665,0.0002246371619425701,0.025245377870802492,0.008898150112554822
AAPL,Mean-Variance,0.0,0.006288793209300536,0.0,0.0,0.003420562457487696
AGG,Mean-Variance,0.1,0.002346375391818807,0.0002346375391818807,0.06859618618226172,0.003420562457487696
AMZN,Mean-Variance,0.0,0.0058323942103758325,0.0,0.0,0.003420562457487696
BAC,Mean-Variance,0.0095586384717846,0.004719285171164725,4.510994079641771e-05,0.013187872274535122,0.003420562457487696
BRK-B,Mean-Variance,0.0044945239818417,0.00482265321247437,2.1675530519571973e-05,0.006336832257549836,0.003420562457487696
COST,Mean-Variance,0.0063413548427024,0.004956394541449812,3.1430256527766506e-05,0.009188622315305161,0.003420562457487696
CVX,Mean-Variance,3.454724903869812e-18,0.007154847991227956,2.4718031538698118e-20,7.226306154588622e-18,0.003420562457487696
DBC,Mean-Variance,0.0824130102066545,0.004618973744715609,0.0003806635303675166,0.11128682346794595,0.003420562457487696
DIA,Mean-Variance,0.0,0.005560579251686835,0.0,0.0,0.003420562457487696
EEM,Mean-Variance,0.0,0.005850959418818712,0.0,0.0,0.003420562457487696
EFA,Mean-Variance,0.0,0.005585240957975779,0.0,0.0,0.003420562457487696
GLD,Mean-Variance,0.0754378713344599,0.004883007112866187,0.00036836366230565186,0.10769096219813051,0.003420562457487696
GOOGL,Mean-Variance,2.020156191643162e-18,0.005818237053374102,1.175374760782136e-20,3.436203184096848e-18,0.003420562457487696
GS,Mean-Variance,8.62936341543489e-20,0.005808377435322893,5.012259974341291e-22,1.465332101558131e-19,0.003420562457487696
HD,Mean-Variance,6.287279303091954e-19,0.006913965635081485,4.3470033039736844e-21,1.2708445929580928e-18,0.003420562457487696
HYG,Mean-Variance,0.1,0.003342273064984841,0.00033422730649848413,0.09771121289332176,0.003420562457487696
IEF,Mean-Variance,0.1,0.002419028151505252,0.0002419028151505252,0.07072018656492997,0.003420562457487696
IWM,Mean-Variance,1.0930549707577561e-18,0.006446791393445646,7.046697378044084e-21,2.0600990233692968e-18,0.003420562457487696
JNJ,Mean-Variance,0.0490752584747334,0.004665143855814279,0.00022894314054590015,0.06693143112903492,0.003420562457487696
JPM,Mean-Variance,0.0064157857236876,0.004746892471500204,3.0455044950531157e-05,0.00890351961966498,0.003420562457487696
KO,Mean-Variance,0.0145044011503568,0.004952787876277633,7.183722217015452e-05,0.021001581775798615,0.003420562457487696
LQD,Mean-Variance,0.1,0.004000843693429668,0.00040008436934296684,0.11696449759809889,0.003420562457487696
META,Mean-Variance,0.0,0.005889077151825511,0.0,0.0,0.003420562457487696
MSFT,Mean-Variance,6.220910500016694e-19,0.00606740555784537,3.7744786942659914e-21,1.103467263403878e-18,0.003420562457487696
NVDA,Mean-Variance,2.056528565507713e-18,0.007238798564634309,1.4886796028126688e-20,4.3521485758984235e-18,0.003420562457487696
PFE,Mean-Variance,0.0102444017133301,0.00492694892018318,5.0473643959414455e-05,0.014755948644915516,0.003420562457487696
QQQ,Mean-Variance,0.0,0.005959432733103322,0.0,0.0,0.003420562457487696
SHY,Mean-Variance,0.1,0.0004728880973133787,4.7288809731337874e-05,0.013824863693928902,0.003420562457487696
SPY,Mean-Variance,2.652692376337681e-18,0.005708416162694459,1.514267203574239e-20,4.426953819420752e-18,0.003420562457487696
TIP,Mean-Variance,0.1,0.0023881954823182536,0.00023881954823182537,0.06981879477424639,0.003420562457487696
TLT,Mean-Variance,0.0777185254131364,0.004933866865864148,0.00038345285739969443,0.1121022820560714,0.003420562457487696
TSLA,Mean-Variance,1.7499423465738885e-18,0.008250876596175002,1.4438558352002063e-20,4.22110647925627e-18,0.003420562457487696
UNH,Mean-Variance,0.0058265714315182,0.005077017340323748,2.9581604192452864e-05,0.008648169580326768,0.003420562457487696
VNQ,Mean-Variance,1.8352075537552992e-18,0.0073807668776435,1.3545239126358265e-20,3.959944978261514e-18,0.003420562457487696
WMT,Mean-Variance,0.0358534364164659,0.004855155723975124,0.00017407401704158256,0.05089046588245457,0.003420562457487696
XLB,Mean-Variance,2.2139869276680888e-18,0.006351175111304185,1.4061418671758385e-20,4.110849851894267e-18,0.003420562457487696
XLE,Mean-Variance,1.0474837253614515e-18,0.0073402979687377835,7.688842661556549e-21,2.247829927714222e-18,0.003420562457487696
XLF,Mean-Variance,2.2797592298485215e-18,0.0052165763366265215,1.18925380516337e-20,3.4767785121422475e-18,0.003420562457487696
XLI,Mean-Variance,8.322447897218919e-18,0.005569028658020275,4.634795084449274e-20,1.354980399291816e-17,0.003420562457487696
XLK,Mean-Variance,1.3608320516092282e-18,0.00621441151892902,8.456770376848198e-21,2.472333273241691e-18,0.003420562457487696
XLP,Mean-Variance,0.0221162208393277,0.004862567585814089,0.00010754161857402094,0.03143974709147897,0.003420562457487696
XLU,Mean-Variance,0.0,0.006270015564487279,0.0,0.0,0.003420562457487696
XLV,Mean-Variance,0.0,0.005080594255568538,0.0,0.0,0.003420562457487696
XLY,Mean-Variance,0.0,0.006026938212808432,0.0,0.0,0.003420562457487696
XOM,Mean-Variance,1.0077939184714385e-17,0.005901396985976872,5.947391992953169e-20,1.738717555042499e-17,0.003420562457487696
AAPL,Risk Parity,0.0222222222222222,0.012752872150685057,0.00028339715890411205,0.03184899729936604,0.008898150112554822
AGG,Risk Parity,0.0222222222222222,0.00046449630598114256,1.0322140132914269e-05,0.0011600321417763312,0.008898150112554822
AMZN,Risk Parity,0.0222222222222222,0.012884236581158743,0.000286316368470194,0.03217706656423078,0.008898150112554822
BAC,Risk Parity,0.0222222222222222,0.013657526337951854,0.00030350058528781865,0.034108278849959546,0.008898150112554822
BRK-B,Risk Parity,0.0222222222222222,0.009277223393488923,0.00020616051985530918,0.023168919072788806,0.008898150112554822
COST,Risk Parity,0.0222222222222222,0.007732450455113413,0.00017183223233585345,0.01931100623863462,0.008898150112554822
CVX,Risk Parity,0.0222222222222222,0.011719833896283428,0.00026044075325074256,0.02926908963732523,0.008898150112554822
DBC,Risk Parity,0.0222222222222222,0.004333740752115151,9.630535004700326e-05,0.010823075451505534,0.008898150112554822
DIA,Risk Parity,0.0222222222222222,0.010213599708741467,0.0002269688824164768,0.025507423402110933,0.008898150112554822
EEM,Risk Parity,0.0222222222222222,0.00980052566260258,0.00021778945916894597,0.024475813108800735,0.008898150112554822
EFA,Risk Parity,0.0222222222222222,0.00919985666843846,0.00020444125929863224,0.02297570356901222,0.008898150112554822
GLD,Risk Parity,0.0222222222222222,0.0007908720736019017,1.757493496893113e-05,0.001975122328419008,0.008898150112554822
GOOGL,Risk Parity,0.0222222222222222,0.012363428801102725,0.00027474286224672695,0.03087640226018207,0.008898150112554822
GS,Risk Parity,0.0222222222222222,0.013542485114009177,0.00030094411364464804,0.03382097512830581,0.008898150112554822
HD,Risk Parity,0.0222222222222222,0.010734586029320568,0.00023854635620712347,0.02680853359290345,0.008898150112554822
HYG,Risk Parity,0.0222222222222222,0.0040211977895519115,8.935995087893127e-05,0.010042531284435077,0.008898150112554822
IEF,Risk Parity,0.0222222222222222,-0.0004855366564790761,-1.078970347731279e-05,-0.0012125782708575675,0.008898150112554822
IWM,Risk Parity,0.0222222222222222,0.012205519300861613,0.0002712337622413689,0.030482039391386804,0.008898150112554822
JNJ,Risk Parity,0.0222222222222222,0.005727052757879006,0.00012726783906397778,0.014302730056712528,0.008898150112554822
JPM,Risk Parity,0.0222222222222222,0.012359575843682042,0.00027465724097071174,0.030866779892056995,0.008898150112554822
KO,Risk Parity,0.0222222222222222,0.006136109012090826,0.00013635797804646265,0.015324306324532418,0.008898150112554822
LQD,Risk Parity,0.0222222222222222,0.001594597717115592,3.54355048247909e-05,0.003982345136523745,0.008898150112554822
META,Risk Parity,0.0222222222222222,0.01420639585472486,0.00031569768566055214,0.03547902447893292,0.008898150112554822
MSFT,Risk Parity,0.0222222222222222,0.0124658649795434,0.00027701922176763083,0.031132226166512,0.008898150112554822
NVDA,Risk Parity,0.0222222222222222,0.018491493705224127,0.0004109220823383135,0.04618061924562547,0.008898150112554822
PFE,Risk Parity,0.0222222222222222,0.006952229912905147,0.00015449399806455867,0.017362485023328142,0.008898150112554822
QQQ,Risk Parity,0.0222222222222222,0.012219680666942914,0.00027154845926539783,0.030517405958600016,0.008898150112554822
SHY,Risk Parity,0.0222222222222222,-3.859777483636863e-05,-8.577283296970797e-07,-9.639400536599966e-05,0.008898150112554822
SPY,Risk Parity,0.0222222222222222,0.01073660069341587,0.00023859112652035243,0.026813565010969303,0.008898150112554822
TIP,Risk Parity,0.0222222222222222,0.000308059607309196,6.84576905131546e-06,0.0007693474446622835,0.008898150112554822
TLT,Risk Parity,0.0222222222222222,-0.0013530414912844375,-3.006758869520969e-05,-0.003379083103215568,0.008898150112554822
TSLA,Risk Parity,0.0222222222222222,0.01903119502846127,0.0004229154450769166,0.04752846824647354,0.008898150112554822
UNH,Risk Parity,0.0222222222222222,0.009227065810715354,0.00020504590690478543,0.023043655626294336,0.008898150112554822
VNQ,Risk Parity,0.0222222222222222,0.009435209664086482,0.00020967132586858828,0.023563473667718098,0.008898150112554822
WMT,Risk Parity,0.0222222222222222,0.005903918922842199,0.00013119819828538205,0.014744435261916782,0.008898150112554822
XLB,Risk Parity,0.0222222222222222,0.010839011394095887,0.00024086691986879724,0.027069325289190926,0.008898150112554822
XLE,Risk Parity,0.0222222222222222,0.012381740189621326,0.00027514978199158474,0.030922133085096302,0.008898150112554822
XLF,Risk Parity,0.0222222222222222,0.011589715670958367,0.0002575492371324079,0.0289441326426961,0.008898150112554822
XLI,Risk Parity,0.0222222222222222,0.010712373182423848,0.00023805273738719635,0.02675305927367044,0.008898150112554822
XLK,Risk Parity,0.0222222222222222,0.012898735164685773,0.0002866385592152391,0.032213275297615765,0.008898150112554822
XLP,Risk Parity,0.0222222222222222,0.006438615710490909,0.00014308034912202005,0.01607978594563619,0.008898150112554822
XLU,Risk Parity,0.0222222222222222,0.00670906145463458,0.00014909025454743494,0.01675519660396339,0.008898150112554822
XLV,Risk Parity,0.0222222222222222,0.008291875439635811,0.00018426389865857339,0.0207081130715683,0.008898150112554822
XLY,Risk Parity,0.0222222222222222,0.011834629295658605,0.0002629917621257465,0.029555779437197744,0.008898150112554822
XOM,Risk Parity,0.0222222222222222,0.010108672287415665,0.0002246371619425701,0.025245377870802492,0.008898150112554822
